player,tournament,date,season,n_rounds,sg_putt,sg_total
Rod Pampling,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-3.67,-2.74
Rory Sabbatini,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-0.01,0.26
Roger Sloan,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-0.32,1.26
Sang-Moon Bae,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-1.26,-3.74
Scott Brown,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,0.01,0.17
Sam Burns,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,0.05,0.84
Sebastian Cappelen,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,1.7,0.84
Stewart Cink,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-0.11,-1.74
Scott Harrington,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,0.34,-1.82
Sung Kang,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,-0.3,-0.82
Si Woo Kim,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,0.99,2.26
Satoshi Kodaira,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-0.14,2.26
Seung-Yul Noh,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-2.85,-2.74
Sean O'Hair,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-1.04,-0.74
Scott Piercy,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,-1.27,-0.82
Seamus Power,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-1.69,0.26
Sam Ryder,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-4.03,-5.74
Scott Stallings,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,0.58,0.51
Shawn Stefani,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,1.71,1.26
Tyler Duncan,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-1.18,-1.74
Tom Hoge,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,1.59,2.17
Tom Lehman,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,0.91,-0.74
Tom Lewis,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,-0.39,1.18
Tyler McCumber,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,-0.18,-1.74
Troy Merritt,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,0.53,2.18
Tim Wilkinson,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,1.1,1.51
Vaughn Taylor,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,0.47,1.84
Vincent Whaley,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,0.44,-0.83
Will Gordon,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,0.09,0.18
Wes Roach,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,-0.33,-2.49
Will Zalatoris,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,0.14,-0.16
Xinjun Zhang,AT&T Pebble Beach Pro-Am,2021-02-14,2021,2,1.01,0.26
Zack Sucher,AT&T Pebble Beach Pro-Am,2021-02-14,2021,4,-0.23,-1.83
Austin Cook,Waste Management Phoenix Open,2021-02-07,2021,2,-1.21,-0.75
Adam Hadwin,Waste Management Phoenix Open,2021-02-07,2021,4,0.27,0.06
Adam Long,Waste Management Phoenix Open,2021-02-07,2021,2,-0.2,-0.25
Andrew Putnam,Waste Management Phoenix Open,2021-02-07,2021,4,1.15,2.31
Adam Schenk,Waste Management Phoenix Open,2021-02-07,2021,2,0.06,-1.25
Aaron Wise,Waste Management Phoenix Open,2021-02-07,2021,4,-2.56,-1.69
Byeong Hun An,Waste Management Phoenix Open,2021-02-07,2021,4,-0.11,-0.19
Brice Garnett,Waste Management Phoenix Open,2021-02-07,2021,2,0.44,-0.25
Brian Gay,Waste Management Phoenix Open,2021-02-07,2021,2,-0.18,-3.25
Brian Harman,Waste Management Phoenix Open,2021-02-07,2021,4,1.33,0.56
Bo Hoag,Waste Management Phoenix Open,2021-02-07,2021,4,-0.79,0.56
Billy Horschel,Waste Management Phoenix Open,2021-02-07,2021,4,-0.29,-0.19
Beau Hossler,Waste Management Phoenix Open,2021-02-07,2021,2,0.73,-0.25
Brooks Koepka,Waste Management Phoenix Open,2021-02-07,2021,4,0.75,3.06
Brendan Steele,Waste Management Phoenix Open,2021-02-07,2021,4,-1.3,0.81
Brian Stuard,Waste Management Phoenix Open,2021-02-07,2021,4,0,-0.69
Brendon Todd,Waste Management Phoenix Open,2021-02-07,2021,4,1.74,1.06
Bo Van Pelt,Waste Management Phoenix Open,2021-02-07,2021,4,0.65,0.81
Bubba Watson,Waste Management Phoenix Open,2021-02-07,2021,4,-0.23,1.06
Cameron Champ,Waste Management Phoenix Open,2021-02-07,2021,2,-1.79,-1.25
Corey Conners,Waste Management Phoenix Open,2021-02-07,2021,4,0.09,1.31
Charley Hoffman,Waste Management Phoenix Open,2021-02-07,2021,2,0.26,-0.25
Chris Kirk,Waste Management Phoenix Open,2021-02-07,2021,2,-0.08,-2.25
Carlos Ortiz,Waste Management Phoenix Open,2021-02-07,2021,4,1.87,2.56
C.T. Pan,Waste Management Phoenix Open,2021-02-07,2021,2,-1.25,-0.75
Chez Reavie,Waste Management Phoenix Open,2021-02-07,2021,2,0.27,-1.25
Charl Schwartzel,Waste Management Phoenix Open,2021-02-07,2021,2,-1.24,-1.75
Cameron Tringale,Waste Management Phoenix Open,2021-02-07,2021,4,0.61,1.31
Camilo Villegas,Waste Management Phoenix Open,2021-02-07,2021,2,-0.86,-2.75
Daniel Berger,Waste Management Phoenix Open,2021-02-07,2021,2,1.13,-0.25
Dylan Frittelli,Waste Management Phoenix Open,2021-02-07,2021,2,-0.29,-0.25
Danny Lee,Waste Management Phoenix Open,2021-02-07,2021,2,-1.03,-0.75
Denny McCarthy,Waste Management Phoenix Open,2021-02-07,2021,2,0.42,-0.25
Doc Redman,Waste Management Phoenix Open,2021-02-07,2021,2,-2.58,-0.25
Davis Riley,Waste Management Phoenix Open,2021-02-07,2021,4,1.33,-0.69
Emiliano Grillo,Waste Management Phoenix Open,2021-02-07,2021,4,0.69,1.06
Erik van Rooyen,Waste Management Phoenix Open,2021-02-07,2021,2,-0.45,-0.25
Grayson Murray,Waste Management Phoenix Open,2021-02-07,2021,4,-0.33,0.31
Gary Woodland,Waste Management Phoenix Open,2021-02-07,2021,2,-1.34,-1.75
Harris English,Waste Management Phoenix Open,2021-02-07,2021,2,0.83,-0.75
Harry Higgs,Waste Management Phoenix Open,2021-02-07,2021,2,-1.46,-1.75
Hunter Mahan,Waste Management Phoenix Open,2021-02-07,2021,2,-1.62,-4.25
Hideki Matsuyama,Waste Management Phoenix Open,2021-02-07,2021,4,-0.09,0.31
Henrik Norlander,Waste Management Phoenix Open,2021-02-07,2021,4,0.44,1.06
Hudson Swafford,Waste Management Phoenix Open,2021-02-07,2021,2,-0.78,-5.25
Harold Varner III,Waste Management Phoenix Open,2021-02-07,2021,4,-0.2,1.56
John Augenstein,Waste Management Phoenix Open,2021-02-07,2021,2,-1.73,-5.75
Joel Dahmen,Waste Management Phoenix Open,2021-02-07,2021,2,-0.12,-0.25
Jason Day,Waste Management Phoenix Open,2021-02-07,2021,2,-2.62,-0.75
Jason Dufner,Waste Management Phoenix Open,2021-02-07,2021,2,-0.3,-0.75
James Hahn,Waste Management Phoenix Open,2021-02-07,2021,4,1.36,2.06
J.B. Holmes,Waste Management Phoenix Open,2021-02-07,2021,2,-0.22,-1.75
John Huh,Waste Management Phoenix Open,2021-02-07,2021,2,-1.57,-1.25
Jerry Kelly,Waste Management Phoenix Open,2021-02-07,2021,2,-0.89,-0.25
Jamie Lovemark,Waste Management Phoenix Open,2021-02-07,2021,2,-1.35,-2.75
J.T. Poston,Waste Management Phoenix Open,2021-02-07,2021,4,1.1,1.81
Ted Potter Jr.,Waste Management Phoenix Open,2021-02-07,2021,4,-1.06,-1.19
Jon Rahm,Waste Management Phoenix Open,2021-02-07,2021,4,-0.23,1.56
Jordan Spieth,Waste Management Phoenix Open,2021-02-07,2021,4,1.02,2.56
Justin Thomas,Waste Management Phoenix Open,2021-02-07,2021,4,1.09,1.56
Jimmy Walker,Waste Management Phoenix Open,2021-02-07,2021,2,0.93,-1.75
Keegan Bradley,Waste Management Phoenix Open,2021-02-07,2021,4,-0.08,1.06
Kelly Kraft,Waste Management Phoenix Open,2021-02-07,2021,2,-0.16,-0.25
Kyoung-Hoon Lee,Waste Management Phoenix Open,2021-02-07,2021,4,0.23,2.81
Keith Mitchell,Waste Management Phoenix Open,2021-02-07,2021,2,-0.56,-1.75
Kevin Stadler,Waste Management Phoenix Open,2021-02-07,2021,2,-0.63,-3.25
Kyle Stanley,Waste Management Phoenix Open,2021-02-07,2021,4,-1.16,0.56
Kevin Streelman,Waste Management Phoenix Open,2021-02-07,2021,4,-0.57,1.06
Kevin Tway,Waste Management Phoenix Open,2021-02-07,2021,2,0.22,-0.75
Luke Donald,Waste Management Phoenix Open,2021-02-07,2021,2,-0.35,-1.25
Lucas Glover,Waste Management Phoenix Open,2021-02-07,2021,4,-0.37,-0.69
Luke List,Waste Management Phoenix Open,2021-02-07,2021,4,0.4,0.81
Louis Oosthuizen,Waste Management Phoenix Open,2021-02-07,2021,4,1.07,1.81
Max Homa,Waste Management Phoenix Open,2021-02-07,2021,4,-0.28,0.31
Mark Hubbard,Waste Management Phoenix Open,2021-02-07,2021,4,0.23,0.81
Matt Jones,Waste Management Phoenix Open,2021-02-07,2021,4,-0.1,0.81
Michael Kim,Waste Management Phoenix Open,2021-02-07,2021,4,-1.44,-0.69
Matt Kuchar,Waste Management Phoenix Open,2021-02-07,2021,4,0.68,0.31
Martin Laird,Waste Management Phoenix Open,2021-02-07,2021,2,-1.54,-2.25
Matthew NeSmith,Waste Management Phoenix Open,2021-02-07,2021,4,0.93,2.31
Michael Thompson,Waste Management Phoenix Open,2021-02-07,2021,2,-1.75,-0.75
Martin Trainer,Waste Management Phoenix Open,2021-02-07,2021,2,-0.46,-4.25
Matthew Wolff,Waste Management Phoenix Open,2021-02-07,2021,4,0.74,0.56
Nick Hardy,Waste Management Phoenix Open,2021-02-07,2021,4,-0.17,0.31
Nate Lashley,Waste Management Phoenix Open,2021-02-07,2021,4,-0.22,1.31
Nick Taylor,Waste Management Phoenix Open,2021-02-07,2021,2,-0.96,-0.25
Padraig Harrington,Waste Management Phoenix Open,2021-02-07,2021,2,-0.51,-2.25
Patton Kizzire,Waste Management Phoenix Open,2021-02-07,2021,4,0.88,0.06
Pat Perez,Waste Management Phoenix Open,2021-02-07,2021,2,-0.3,-0.25
Patrick Rodgers,Waste Management Phoenix Open,2021-02-07,2021,2,0.73,-1.25
Ryan Armour,Waste Management Phoenix Open,2021-02-07,2021,2,1.1,-0.25
Rickie Fowler,Waste Management Phoenix Open,2021-02-07,2021,2,-1.89,-1.25
Russell Henley,Waste Management Phoenix Open,2021-02-07,2021,4,0.38,0.81
Russell Knox,Waste Management Phoenix Open,2021-02-07,2021,4,-0.33,-0.19
Rory McIlroy,Waste Management Phoenix Open,2021-02-07,2021,4,-0.03,1.56
Ryan Moore,Waste Management Phoenix Open,2021-02-07,2021,2,-3.8,-3.25
Ryan Palmer,Waste Management Phoenix Open,2021-02-07,2021,4,-0.21,0.31
Rory Sabbatini,Waste Management Phoenix Open,2021-02-07,2021,2,1.29,-0.75
Robby Shelton,Waste Management Phoenix Open,2021-02-07,2021,4,0.14,-0.19
Robert Streb,Waste Management Phoenix Open,2021-02-07,2021,2,-0.02,-1.25
Richy Werenski,Waste Management Phoenix Open,2021-02-07,2021,4,0.37,1.06
Scott Brown,Waste Management Phoenix Open,2021-02-07,2021,2,0.2,-1.25
Sam Burns,Waste Management Phoenix Open,2021-02-07,2021,4,2.72,1.06
Stewart Cink,Waste Management Phoenix Open,2021-02-07,2021,4,0.11,-0.69
Scott Harrington,Waste Management Phoenix Open,2021-02-07,2021,2,0.17,-2.25
Sungjae Im,Waste Management Phoenix Open,2021-02-07,2021,4,0.87,1.31
Sung Kang,Waste Management Phoenix Open,2021-02-07,2021,2,0.36,-2.75
Si Woo Kim,Waste Management Phoenix Open,2021-02-07,2021,4,-0.12,0.06
Satoshi Kodaira,Waste Management Phoenix Open,2021-02-07,2021,4,0.03,-0.94
Sebastian Munoz,Waste Management Phoenix Open,2021-02-07,2021,2,-1.91,-5.75
Sam Ryder,Waste Management Phoenix Open,2021-02-07,2021,4,-0.34,-0.44
Scottie Scheffler,Waste Management Phoenix Open,2021-02-07,2021,4,1.28,2.31
Scott Stallings,Waste Management Phoenix Open,2021-02-07,2021,4,-0.48,0.56
Sepp Straka,Waste Management Phoenix Open,2021-02-07,2021,2,0.02,-0.25
Steve Stricker,Waste Management Phoenix Open,2021-02-07,2021,4,0.87,2.56
Tyler Duncan,Waste Management Phoenix Open,2021-02-07,2021,2,-1.18,-2.25
Talor Gooch,Waste Management Phoenix Open,2021-02-07,2021,2,-0.01,-0.75
Tom Hoge,Waste Management Phoenix Open,2021-02-07,2021,2,1.02,-0.25
Tom Lewis,Waste Management Phoenix Open,2021-02-07,2021,2,-0.48,-0.75
Troy Merritt,Waste Management Phoenix Open,2021-02-07,2021,2,0.57,-1.75
Vaughn Taylor,Waste Management Phoenix Open,2021-02-07,2021,2,0.12,-1.75
Vincent Whaley,Waste Management Phoenix Open,2021-02-07,2021,2,-1.82,-3.25
Wyndham Clark,Waste Management Phoenix Open,2021-02-07,2021,4,0.61,0.56
Will Gordon,Waste Management Phoenix Open,2021-02-07,2021,2,-0.32,-2.25
William McGirt,Waste Management Phoenix Open,2021-02-07,2021,2,0.05,-2.75
Webb Simpson,Waste Management Phoenix Open,2021-02-07,2021,4,0.36,0.31
Will Zalatoris,Waste Management Phoenix Open,2021-02-07,2021,4,-0.21,1.31
Xander Schauffele,Waste Management Phoenix Open,2021-02-07,2021,4,1.6,2.81
Xinjun Zhang,Waste Management Phoenix Open,2021-02-07,2021,4,-0.37,-1.44
Zach Johnson,Waste Management Phoenix Open,2021-02-07,2021,4,0.49,0.31
Aaron Baddeley,Farmers Insurance Open,2021-01-31,2021,2,-0.59,-1.83
Andres Gonzales,Farmers Insurance Open,2021-01-31,2021,2,-2.86,-12.24
Adam Hadwin,Farmers Insurance Open,2021-01-31,2021,4,1.36,1.88
Anirban Lahiri,Farmers Insurance Open,2021-01-31,2021,2,-0.66,-3.24
Alexander Noren,Farmers Insurance Open,2021-01-31,2021,4,-0.11,-0.59
Andy Ogletree,Farmers Insurance Open,2021-01-31,2021,2,0.23,-2.24
Adam Schenk,Farmers Insurance Open,2021-01-31,2021,2,-1.09,-1.83
Adam Scott,Farmers Insurance Open,2021-01-31,2021,4,1.03,2.08
Byeong Hun An,Farmers Insurance Open,2021-01-31,2021,4,-2.84,-2.12
Bronson Burgoon,Farmers Insurance Open,2021-01-31,2021,4,-0.6,0.75
Bill Haas,Farmers Insurance Open,2021-01-31,2021,4,1.18,0.88
Brandon Hagy,Farmers Insurance Open,2021-01-31,2021,4,1.13,-0.25
Bo Hoag,Farmers Insurance Open,2021-01-31,2021,4,2,1.55
Billy Horschel,Farmers Insurance Open,2021-01-31,2021,2,-0.78,-2.83
Beau Hossler,Farmers Insurance Open,2021-01-31,2021,2,-1.87,-3.24
Brooks Koepka,Farmers Insurance Open,2021-01-31,2021,2,0.9,1.17
Brandt Snedeker,Farmers Insurance Open,2021-01-31,2021,4,1.68,1.22
Brian Stuard,Farmers Insurance Open,2021-01-31,2021,2,1.37,2.17
Ben Taylor,Farmers Insurance Open,2021-01-31,2021,2,-0.29,0.76
Bubba Watson,Farmers Insurance Open,2021-01-31,2021,2,-1.12,-2.24
Chris Baker,Farmers Insurance Open,2021-01-31,2021,2,-2.08,-0.24
Cameron Champ,Farmers Insurance Open,2021-01-31,2021,2,-4.72,-4.24
Corey Conners,Farmers Insurance Open,2021-01-31,2021,4,-0.27,1.22
Cameron Davis,Farmers Insurance Open,2021-01-31,2021,4,-1.74,1.75
Chesson Hadley,Farmers Insurance Open,2021-01-31,2021,2,0.01,0.17
Charles Howell III,Farmers Insurance Open,2021-01-31,2021,2,-4.19,-6.83
Carlos Ortiz,Farmers Insurance Open,2021-01-31,2021,4,0.95,0.88
Cameron Percy,Farmers Insurance Open,2021-01-31,2021,4,-0.67,0.88
Charl Schwartzel,Farmers Insurance Open,2021-01-31,2021,4,1.06,2.55
Chase Seiffert,Farmers Insurance Open,2021-01-31,2021,4,0.3,-1.12
Cameron Smith,Farmers Insurance Open,2021-01-31,2021,2,-2.72,-4.24
Cameron Tringale,Farmers Insurance Open,2021-01-31,2021,4,0.91,1.55
Camilo Villegas,Farmers Insurance Open,2021-01-31,2021,1,-1.62,-6.83
Cameron Young,Farmers Insurance Open,2021-01-31,2021,2,-0.74,2.76
Dylan Frittelli,Farmers Insurance Open,2021-01-31,2021,4,-0.61,0.41
Doug Ghim,Farmers Insurance Open,2021-01-31,2021,4,1.75,1.22
David Hearn,Farmers Insurance Open,2021-01-31,2021,2,-1.26,-2.24
Danny Lee,Farmers Insurance Open,2021-01-31,2021,4,-1.27,-1.78
Denny McCarthy,Farmers Insurance Open,2021-01-31,2021,4,-1.45,-2.25
Doc Redman,Farmers Insurance Open,2021-01-31,2021,2,-2.05,0.17
Emiliano Grillo,Farmers Insurance Open,2021-01-31,2021,2,-1.06,-2.83
Erik van Rooyen,Farmers Insurance Open,2021-01-31,2021,2,-1.7,-0.83
Francesco Molinari,Farmers Insurance Open,2021-01-31,2021,4,-0.1,2.88
Grayson Murray,Farmers Insurance Open,2021-01-31,2021,4,-3.04,-2.92
Gary Woodland,Farmers Insurance Open,2021-01-31,2021,4,0.22,-0.59
Harris English,Farmers Insurance Open,2021-01-31,2021,2,-1.77,-5.83
Harry Higgs,Farmers Insurance Open,2021-01-31,2021,4,-0.54,-1.12
Hank Lebioda,Farmers Insurance Open,2021-01-31,2021,2,-0.47,3.76
Hunter Mahan,Farmers Insurance Open,2021-01-31,2021,2,0.13,-2.83
Hideki Matsuyama,Farmers Insurance Open,2021-01-31,2021,4,-0.19,-0.78
Henrik Norlander,Farmers Insurance Open,2021-01-31,2021,4,-0.29,2.88
Harold Varner III,Farmers Insurance Open,2021-01-31,2021,2,-3.39,-4.83
Joseph Bramlett,Farmers Insurance Open,2021-01-31,2021,4,0.97,2.08
Joel Dahmen,Farmers Insurance Open,2021-01-31,2021,2,-3.37,-4.83
Jason Day,Farmers Insurance Open,2021-01-31,2021,2,-1.27,-2.83
Jason Dufner,Farmers Insurance Open,2021-01-31,2021,4,-2.09,-3.12
James Hahn,Farmers Insurance Open,2021-01-31,2021,2,-0.11,-4.24
J.B. Holmes,Farmers Insurance Open,2021-01-31,2021,2,-0.85,-1.83
John Huh,Farmers Insurance Open,2021-01-31,2021,4,-0.53,-0.12
Jim Knous,Farmers Insurance Open,2021-01-31,2021,2,-0.92,-3.24
Jason Kokrak,Farmers Insurance Open,2021-01-31,2021,4,-0.06,2.08
Jamie Lovemark,Farmers Insurance Open,2021-01-31,2021,2,-3.95,-5.83
J.T. Poston,Farmers Insurance Open,2021-01-31,2021,4,2.97,2.08
Ted Potter Jr.,Farmers Insurance Open,2021-01-31,2021,4,1.95,1.55
Jon Rahm,Farmers Insurance Open,2021-01-31,2021,4,0.26,1.88
John Senden,Farmers Insurance Open,2021-01-31,2021,2,-2.36,-8.24
J.J. Spaun,Farmers Insurance Open,2021-01-31,2021,2,1.78,-0.83
Jordan Spieth,Farmers Insurance Open,2021-01-31,2021,2,-0.27,-0.24
Justin Suh,Farmers Insurance Open,2021-01-31,2021,4,1.44,1.75
Jhonattan Vegas,Farmers Insurance Open,2021-01-31,2021,2,-0.14,-2.24
Jimmy Walker,Farmers Insurance Open,2021-01-31,2021,2,1.36,1.76
K.J. Choi,Farmers Insurance Open,2021-01-31,2021,4,1.13,-1.92
Kramer Hickok,Farmers Insurance Open,2021-01-31,2021,2,0.71,0.17
Kelly Kraft,Farmers Insurance Open,2021-01-31,2021,4,-0.07,-0.78
Kyoung-Hoon Lee,Farmers Insurance Open,2021-01-31,2021,2,0.26,-0.83
Keith Mitchell,Farmers Insurance Open,2021-01-31,2021,2,-2.71,-3.83
Kevin Stadler,Farmers Insurance Open,2021-01-31,2021,4,-2.11,-1.92
Kyle Stanley,Farmers Insurance Open,2021-01-31,2021,4,-0.36,1.88
Kevin Streelman,Farmers Insurance Open,2021-01-31,2021,4,0.36,0.75
Kevin Tway,Farmers Insurance Open,2021-01-31,2021,2,-2.14,-5.24
Kristoffer Ventura,Farmers Insurance Open,2021-01-31,2021,2,1.96,-0.24
Lucas Glover,Farmers Insurance Open,2021-01-31,2021,4,-0.1,1.22
Lanto Griffin,Farmers Insurance Open,2021-01-31,2021,4,0.89,2.08
Luke List,Farmers Insurance Open,2021-01-31,2021,4,-1,1.75
Louis Oosthuizen,Farmers Insurance Open,2021-01-31,2021,4,2.33,1.88
Mark Anderson,Farmers Insurance Open,2021-01-31,2021,2,-0.43,-4.83
Matt Every,Farmers Insurance Open,2021-01-31,2021,2,-0.12,-2.83
Michael Gellerman,Farmers Insurance Open,2021-01-31,2021,2,1.32,2.76
Michael Gligic,Farmers Insurance Open,2021-01-31,2021,2,-3.2,-5.83
Max Homa,Farmers Insurance Open,2021-01-31,2021,4,-0.63,1.22
Mackenzie Hughes,Farmers Insurance Open,2021-01-31,2021,2,0.21,0.76
Matt Jones,Farmers Insurance Open,2021-01-31,2021,4,0.69,1.22
Michael Kim,Farmers Insurance Open,2021-01-31,2021,4,0.71,0.08
Martin Laird,Farmers Insurance Open,2021-01-31,2021,2,1.73,0.76
Marc Leishman,Farmers Insurance Open,2021-01-31,2021,4,1.45,1.88
Maverick McNealy,Farmers Insurance Open,2021-01-31,2021,2,-3.09,-0.83
Matthew NeSmith,Farmers Insurance Open,2021-01-31,2021,4,-1.6,0.75
Martin Trainer,Farmers Insurance Open,2021-01-31,2021,1,1.99,-3.83
Matthew Wolff,Farmers Insurance Open,2021-01-31,2021,1,0.19,-4.83
Nelson Ledesma,Farmers Insurance Open,2021-01-31,2021,2,-1.44,0.17
Nick Watney,Farmers Insurance Open,2021-01-31,2021,2,0.74,-1.24
Peter Malnati,Farmers Insurance Open,2021-01-31,2021,4,1.37,2.88
Phil Mickelson,Farmers Insurance Open,2021-01-31,2021,4,0.77,0.75
Pat Perez,Farmers Insurance Open,2021-01-31,2021,4,1.22,-1.12
Patrick Reed,Farmers Insurance Open,2021-01-31,2021,4,1.49,3.41
Patrick Rodgers,Farmers Insurance Open,2021-01-31,2021,2,-0.39,0.76
Ryan Brehm,Farmers Insurance Open,2021-01-31,2021,2,-2.69,-3.83
Rafael Campos,Farmers Insurance Open,2021-01-31,2021,2,2.95,0.76
Rickie Fowler,Farmers Insurance Open,2021-01-31,2021,4,-1.23,0.41
Rhein Gibson,Farmers Insurance Open,2021-01-31,2021,4,-0.15,-0.92
Russell Knox,Farmers Insurance Open,2021-01-31,2021,2,1.85,0.76
Rory McIlroy,Farmers Insurance Open,2021-01-31,2021,4,0.12,2.55
Ryan Moore,Farmers Insurance Open,2021-01-31,2021,2,-0.66,0.76
Rob Oppenheim,Farmers Insurance Open,2021-01-31,2021,2,-2.49,-4.24
Ryan Palmer,Farmers Insurance Open,2021-01-31,2021,4,2.61,3.22
Rory Sabbatini,Farmers Insurance Open,2021-01-31,2021,4,1.34,1.55
Robby Shelton,Farmers Insurance Open,2021-01-31,2021,4,-0.41,0.22
Roger Sloan,Farmers Insurance Open,2021-01-31,2021,4,-0.18,-0.25
Robert Streb,Farmers Insurance Open,2021-01-31,2021,2,0.81,-1.24
Richy Werenski,Farmers Insurance Open,2021-01-31,2021,4,-0.36,-0.78
Scott Brown,Farmers Insurance Open,2021-01-31,2021,2,0.37,1.76
Sam Burns,Farmers Insurance Open,2021-01-31,2021,4,0.09,1.08
Sebastian Cappelen,Farmers Insurance Open,2021-01-31,2021,2,-0.53,-4.24
Scott Harrington,Farmers Insurance Open,2021-01-31,2021,2,0.99,-0.83
Sungjae Im,Farmers Insurance Open,2021-01-31,2021,4,0.92,1.41
Si Woo Kim,Farmers Insurance Open,2021-01-31,2021,2,-1.85,-1.24
Satoshi Kodaira,Farmers Insurance Open,2021-01-31,2021,2,1.32,2.17
Seung-Yul Noh,Farmers Insurance Open,2021-01-31,2021,2,0.46,-1.24
Seamus Power,Farmers Insurance Open,2021-01-31,2021,2,-2.88,-4.83
Sam Ryder,Farmers Insurance Open,2021-01-31,2021,4,-0.4,2.22
Scottie Scheffler,Farmers Insurance Open,2021-01-31,2021,2,-4.14,-4.24
Scott Stallings,Farmers Insurance Open,2021-01-31,2021,2,-1.47,-0.24
Sepp Straka,Farmers Insurance Open,2021-01-31,2021,4,1.26,1.41
Steve Stricker,Farmers Insurance Open,2021-01-31,2021,4,0.78,-0.45
Tyler Duncan,Farmers Insurance Open,2021-01-31,2021,2,-0.65,0.17
Tony Finau,Farmers Insurance Open,2021-01-31,2021,4,0.36,2.22
Talor Gooch,Farmers Insurance Open,2021-01-31,2021,4,-0.84,-0.59
Tom Hoge,Farmers Insurance Open,2021-01-31,2021,2,0.68,-3.24
Tain Lee,Farmers Insurance Open,2021-01-31,2021,4,0.16,-0.45
Tom Lewis,Farmers Insurance Open,2021-01-31,2021,4,-0.25,0.41
Tyler McCumber,Farmers Insurance Open,2021-01-31,2021,4,-2.44,-3.45
Troy Merritt,Farmers Insurance Open,2021-01-31,2021,4,0.63,-0.78
Tyler Strafaci,Farmers Insurance Open,2021-01-31,2021,2,0.67,-3.83
Tim Wilkinson,Farmers Insurance Open,2021-01-31,2021,4,-1.12,-2.25
Viktor Hovland,Farmers Insurance Open,2021-01-31,2021,4,1.35,3.75
Vincent Whaley,Farmers Insurance Open,2021-01-31,2021,2,-1.51,-6.24
Wyndham Clark,Farmers Insurance Open,2021-01-31,2021,4,0.54,0.75
Will Gordon,Farmers Insurance Open,2021-01-31,2021,4,2.38,0.08
Will Zalatoris,Farmers Insurance Open,2021-01-31,2021,4,0.99,2.75
Xander Schauffele,Farmers Insurance Open,2021-01-31,2021,4,1.69,3.75
Xinjun Zhang,Farmers Insurance Open,2021-01-31,2021,4,0.28,0.08
Abraham Ancer,The American Express,2021-01-24,2021,4,-0.03,1.39
Aaron Baddeley,The American Express,2021-01-24,2021,2,-3.14,-4
Akshay Bhatia,The American Express,2021-01-24,2021,2,-2.17,-0.95
Austin Cook,The American Express,2021-01-24,2021,4,1.38,1.39
Adam Hadwin,The American Express,2021-01-24,2021,4,0.98,0.06
Anirban Lahiri,The American Express,2021-01-24,2021,2,0.64,3.05
Andrew Landry,The American Express,2021-01-24,2021,4,-1.19,-1.94
Adam Long,The American Express,2021-01-24,2021,4,0.06,-2.27
Alexander Noren,The American Express,2021-01-24,2021,4,-0.87,-0.29
Andrew Putnam,The American Express,2021-01-24,2021,4,0.17,0.71
Adam Schenk,The American Express,2021-01-24,2021,4,-0.68,0.38
Aaron Wise,The American Express,2021-01-24,2021,2,-4.11,-3
Byeong Hun An,The American Express,2021-01-24,2021,4,0.32,1.04
Bronson Burgoon,The American Express,2021-01-24,2021,4,-0.56,1.38
Brice Garnett,The American Express,2021-01-24,2021,2,-0.31,-7
Brian Gay,The American Express,2021-01-24,2021,2,0.81,3
Bill Haas,The American Express,2021-01-24,2021,2,0.65,0
Brandon Hagy,The American Express,2021-01-24,2021,4,0.13,-0.29
Brian Harman,The American Express,2021-01-24,2021,4,0.96,2.04
Bo Hoag,The American Express,2021-01-24,2021,4,1.09,2.38
Beau Hossler,The American Express,2021-01-24,2021,2,0.72,-1.95
Brooks Koepka,The American Express,2021-01-24,2021,2,1.75,0
